timestamp_ms,frame,left_ear,left_ear_smooth,left_state,right_ear,right_ear_smooth,right_state,avg_ear,avg_ear_smooth,blink_count,left_winks,right_winks,threshold
335703513,273,0.284,0.258,OPEN,0.264,0.238,OPEN,0.274,0.248,14,0,1,0.21
335703557,274,0.301,0.277,OPEN,0.257,0.25,OPEN,0.279,0.264,14,0,1,0.21
335703601,275,0.274,0.28,OPEN,0.263,0.257,OPEN,0.269,0.269,14,0,1,0.21
335703644,276,0.275,0.284,OPEN,0.264,0.259,OPEN,0.27,0.271,14,0,1,0.21
335703687,277,0.291,0.285,OPEN,0.279,0.265,OPEN,0.285,0.275,14,0,1,0.21
335703730,278,0.291,0.286,OPEN,0.279,0.268,OPEN,0.285,0.277,14,0,1,0.21
335703773,279,0.29,0.284,OPEN,0.263,0.27,OPEN,0.276,0.277,14,0,1,0.21
335703816,280,0.29,0.287,OPEN,0.264,0.27,OPEN,0.277,0.278,14,0,1,0.21
335703860,281,0.275,0.287,OPEN,0.264,0.27,OPEN,0.27,0.278,14,0,1,0.21
335703903,282,0.275,0.284,OPEN,0.264,0.267,OPEN,0.27,0.275,14,0,1,0.21
335703947,283,0.275,0.281,OPEN,0.264,0.264,OPEN,0.27,0.273,14,0,1,0.21
335703990,284,0.274,0.278,OPEN,0.278,0.267,OPEN,0.276,0.273,14,0,1,0.21
335704033,285,0.284,0.277,OPEN,0.258,0.266,OPEN,0.271,0.272,14,0,1,0.21
335704076,286,0.317,0.285,OPEN,0.272,0.267,OPEN,0.294,0.276,14,0,1,0.21
335704120,287,0.3,0.29,OPEN,0.287,0.272,OPEN,0.293,0.281,14,0,1,0.21
335704163,288,0.317,0.298,OPEN,0.287,0.276,OPEN,0.302,0.287,14,0,1,0.21
335704206,289,0.301,0.304,OPEN,0.287,0.278,OPEN,0.294,0.291,14,0,1,0.21
335704250,290,0.29,0.305,OPEN,0.277,0.282,OPEN,0.283,0.293,14,0,1,0.21
335704293,291,0.301,0.302,OPEN,0.277,0.283,OPEN,0.289,0.292,14,0,1,0.21
335704336,292,0.3,0.302,OPEN,0.278,0.281,OPEN,0.289,0.291,14,0,1,0.21
335704379,293,0.291,0.297,OPEN,0.278,0.279,OPEN,0.284,0.288,14,0,1,0.21
335704422,294,0.301,0.297,OPEN,0.277,0.277,OPEN,0.289,0.287,14,0,1,0.21
335704465,295,0.317,0.302,OPEN,0.277,0.277,OPEN,0.297,0.289,14,0,1,0.21
335704509,296,0.301,0.302,OPEN,0.277,0.277,OPEN,0.289,0.289,14,0,1,0.21
335704552,297,0.323,0.307,OPEN,0.307,0.283,OPEN,0.315,0.295,14,0,1,0.21
335704595,298,0.323,0.313,OPEN,0.307,0.289,OPEN,0.315,0.301,14,0,1,0.21
335704638,299,0.323,0.317,OPEN,0.307,0.295,OPEN,0.315,0.306,14,0,1,0.21
335704682,300,0.323,0.319,OPEN,0.307,0.301,OPEN,0.315,0.31,14,0,1,0.21
335704725,301,0.339,0.326,OPEN,0.337,0.313,OPEN,0.338,0.32,14,0,1,0.21
335704768,302,0.344,0.33,OPEN,0.328,0.317,OPEN,0.336,0.324,14,0,1,0.21
335704811,303,0.355,0.337,OPEN,0.326,0.321,OPEN,0.341,0.329,14,0,1,0.21
335704855,304,0.344,0.341,OPEN,0.327,0.325,OPEN,0.336,0.333,14,0,1,0.21
335704898,305,0.344,0.345,OPEN,0.326,0.329,OPEN,0.335,0.337,14,0,1,0.21
335704941,306,0.355,0.348,OPEN,0.327,0.327,OPEN,0.341,0.338,14,0,1,0.21
335704984,307,0.343,0.348,OPEN,0.328,0.327,OPEN,0.336,0.338,14,0,1,0.21
335705028,308,0.339,0.345,OPEN,0.327,0.327,OPEN,0.333,0.336,14,0,1,0.21
335705073,309,0.327,0.342,OPEN,0.337,0.329,OPEN,0.332,0.336,14,0,1,0.21
335705114,310,0.327,0.338,OPEN,0.322,0.328,OPEN,0.325,0.333,14,0,1,0.21
335705157,311,0.339,0.335,OPEN,0.307,0.324,OPEN,0.323,0.33,14,0,1,0.21
335705211,312,0.327,0.332,OPEN,0.308,0.32,OPEN,0.318,0.326,14,0,1,0.21
335705244,313,0.327,0.329,OPEN,0.332,0.321,OPEN,0.33,0.325,14,0,1,0.21
335705287,314,0.328,0.33,OPEN,0.323,0.318,OPEN,0.326,0.324,14,0,1,0.21
335705344,315,0.339,0.332,OPEN,0.322,0.318,OPEN,0.331,0.325,14,0,1,0.21
335705382,316,0.234,0.311,OPEN,0.25,0.307,OPEN,0.242,0.309,14,0,1,0.21
335705421,317,0.039,0.253,OPEN,0.076,0.261,OPEN,0.057,0.257,14,0,1,0.21
335705462,318,0.064,0.201,CLOSED,0.106,0.215,OPEN,0.085,0.208,14,0,1,0.21
335705508,319,0.083,0.152,CLOSED,0.136,0.178,CLOSED,0.11,0.165,14,0,1,0.21
335705547,320,0.133,0.111,CLOSED,0.172,0.148,CLOSED,0.152,0.13,14,0,1,0.21
335705591,321,0.2,0.104,CLOSED,0.219,0.142,CLOSED,0.21,0.123,14,0,1,0.21
335705634,322,0.25,0.146,CLOSED,0.25,0.177,CLOSED,0.25,0.161,14,0,1,0.21
335705677,323,0.267,0.187,CLOSED,0.265,0.208,CLOSED,0.266,0.198,14,0,1,0.21
335705720,324,0.301,0.23,OPEN,0.281,0.237,OPEN,0.291,0.233,15,0,1,0.21
335705763,325,0.291,0.262,OPEN,0.297,0.262,OPEN,0.294,0.262,15,0,1,0.21
335705807,326,0.29,0.28,OPEN,0.289,0.276,OPEN,0.289,0.278,15,0,1,0.21
335705850,327,0.307,0.291,OPEN,0.303,0.287,OPEN,0.305,0.289,15,0,1,0.21
335705893,328,0.291,0.296,OPEN,0.279,0.29,OPEN,0.285,0.293,15,0,1,0.21
335705937,329,0.291,0.294,OPEN,0.288,0.291,OPEN,0.289,0.292,15,0,1,0.21
335705980,330,0.081,0.252,OPEN,0.168,0.265,OPEN,0.124,0.259,15,0,1,0.21
335706022,331,0.031,0.2,CLOSED,0.044,0.216,OPEN,0.037,0.208,15,0,1,0.21
335706066,332,0.022,0.143,CLOSED,0.044,0.165,CLOSED,0.033,0.154,15,0,1,0.21
335706109,333,0.064,0.098,CLOSED,0.059,0.121,CLOSED,0.061,0.11,15,0,1,0.21
335706152,334,0.166,0.073,CLOSED,0.138,0.091,CLOSED,0.152,0.082,15,0,1,0.21
335706196,335,0.226,0.102,CLOSED,0.189,0.095,CLOSED,0.208,0.099,15,0,1,0.21
335706239,336,0.25,0.146,CLOSED,0.213,0.129,CLOSED,0.231,0.138,15,0,1,0.21
335706283,337,0.274,0.196,CLOSED,0.259,0.172,CLOSED,0.267,0.184,15,0,1,0.21
335706326,338,0.275,0.238,OPEN,0.257,0.211,OPEN,0.266,0.224,16,0,1,0.21
335706369,339,0.226,0.25,OPEN,0.227,0.229,OPEN,0.227,0.239,16,0,1,0.21
335706412,340,0.173,0.24,OPEN,0.213,0.234,OPEN,0.193,0.237,16,0,1,0.21
335706456,341,0.141,0.218,OPEN,0.197,0.231,OPEN,0.169,0.225,16,0,1,0.21
335706499,342,0.156,0.194,CLOSED,0.182,0.215,OPEN,0.169,0.205,16,0,1,0.21
335706542,343,0.127,0.165,CLOSED,0.197,0.203,CLOSED,0.162,0.184,16,0,1,0.21
335706585,344,0.141,0.148,CLOSED,0.167,0.191,CLOSED,0.154,0.169,16,0,1,0.21
335706628,345,0.156,0.144,CLOSED,0.197,0.188,CLOSED,0.176,0.166,16,0,1,0.21
335706672,346,0.131,0.142,CLOSED,0.197,0.188,CLOSED,0.164,0.165,16,0,1,0.21
335706715,347,0.163,0.144,CLOSED,0.197,0.191,CLOSED,0.18,0.167,16,0,1,0.21
335706758,348,0.156,0.149,CLOSED,0.197,0.191,CLOSED,0.176,0.17,16,0,1,0.21
335706802,349,0.21,0.163,CLOSED,0.212,0.2,CLOSED,0.211,0.181,16,0,1,0.21
335706845,350,0.242,0.18,CLOSED,0.227,0.206,CLOSED,0.234,0.193,16,0,1,0.21
